Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,Adjusted_Cost,Profit,Profit_Percentage
35,20,Suburban,Regular,62,3.55,Afternoon,Economy,117,297.0874038526085,355.82606599395024,58.73866214134176,19.771508781463954
74,30,Urban,Regular,97,3.9,Evening,Economy,179,794.3231511066332,831.2023455860226,36.87919447938941,4.64284522338423
94,61,Urban,Regular,12,4.95,Evening,Premium,133,563.8497971641384,556.3813810975688,-7.468416066569603,-1.3245399934755184
44,11,Rural,Silver,31,3.92,Afternoon,Premium,110,339.2870734791633,507.55064138897234,168.263567909809,49.593273974271405
84,37,Urban,Gold,3,3.83,Evening,Premium,69,248.9476553705649,236.32208930558076,-12.625566064984127,-5.071574603179392
27,12,Suburban,Regular,39,4.51,Morning,Premium,55,279.2686999169939,397.30735965983934,118.03865974284543,42.26705670128076
59,36,Suburban,Regular,43,3.74,Evening,Premium,25,145.04223833476908,136.02788471236445,-9.014353622404627,-6.214985183556516
82,20,Urban,Regular,59,3.99,Night,Premium,45,241.8259564507362,306.0557887436398,64.22983229290364,26.560354907967987
24,10,Urban,Gold,24,4.09,Morning,Premium,97,430.60985477056624,643.9451789447281,213.33532417416188,49.54260145482024
84,67,Suburban,Regular,48,4.87,Night,Economy,81,219.99370680056552,216.85910572760906,-3.134601072956457,-1.4248594282736087
52,9,Suburban,Regular,24,4.19,Morning,Economy,102,366.7282586383836,586.4962259535657,219.76796731518215,59.926651993264244
38,12,Rural,Silver,44,4.85,Evening,Economy,110,356.8814026432877,515.7196054323098,158.8382027890221,44.507279340578314
26,12,Urban,Regular,80,4.27,Afternoon,Economy,134,441.4714772887345,627.1298584254953,185.6583811367608,42.05444534649633
61,39,Suburban,Regular,82,4.49,Morning,Premium,46,230.1431447581205,209.47023398027412,-20.672910777846397,-8.98263157026621
87,41,Rural,Gold,97,4.27,Afternoon,Premium,37,158.89198003545,149.47953007358632,-9.412449961863672,-5.923804310175808
98,46,Suburban,Gold,55,4.71,Evening,Economy,173,766.9193242115463,738.2972254554426,-28.622098756103696,-3.7320873072965632
24,13,Urban,Silver,54,4.09,Morning,Economy,161,466.7229822330101,644.255787813723,177.53280558071293,38.03815375264297
44,8,Urban,Gold,43,3.82,Night,Economy,86,233.50662384935427,381.12799059333736,147.6213667439831,63.21934868932041
71,59,Urban,Regular,71,4.47,Evening,Economy,31,104.1037337805616,100.07862008402043,-4.025113696541169,-3.866445083541033
91,59,Urban,Silver,68,4.77,Night,Economy,15,38.33576819209958,37.60280622306836,-0.7329619690312157,-1.911953258268783
32,14,Urban,Gold,75,4.49,Night,Economy,177,761.0167600703148,1036.994696028376,275.97793595806115,36.264370305400625
79,24,Urban,Silver,0,4.26,Evening,Economy,82,284.8625062809567,332.5778252105193,47.71531892956256,16.750298083280033
73,27,Urban,Regular,55,4.27,Morning,Premium,50,216.06019585156733,237.5635600360958,21.503364184528465,9.95248759253241
32,16,Rural,Silver,80,4.78,Morning,Economy,11,39.37370119886104,51.184833240134196,11.811132041273154,29.997515299920074
22,10,Rural,Silver,5,4.44,Morning,Premium,129,471.7821019342959,703.3399832159166,231.55788128162072,49.081531565576284
35,19,Urban,Silver,45,4.99,Afternoon,Economy,159,508.6730024657942,621.959604120749,113.28660165495478,22.271007328047208
24,10,Suburban,Regular,79,4.3,Night,Economy,24,95.11851081754354,142.2426955416392,47.124184724095656,49.54260145482022
67,31,Rural,Gold,64,3.62,Night,Economy,169,735.1444900755255,751.2437241680382,16.099234092512688,2.1899414754314113
100,73,Urban,Silver,95,3.98,Night,Premium,100,456.60307303079816,460.366537584233,3.763464553434858,0.8242311048092772
66,16,Urban,Silver,94,4.52,Morning,Economy,34,122.24187517858556,165.81937576391866,43.5775005853331,35.64858647797236
96,36,Urban,Regular,57,4.06,Evening,Premium,139,599.8171406236374,584.4170909682545,-15.400049655382986,-2.5674574153335064
60,8,Urban,Regular,68,4.84,Morning,Premium,144,438.5186068324803,729.8439186703487,291.32531183786836,66.4339682054035
92,31,Rural,Silver,54,3.91,Night,Premium,148,516.1330392078827,541.0078627541285,24.874823546245807,4.819459646377528
92,49,Urban,Silver,9,4.23,Evening,Premium,89,397.4831040703401,383.08131393352454,-14.401790136815578,-3.623245866135478
56,37,Urban,Silver,27,4.12,Afternoon,Premium,68,317.8400260939533,292.7387069095827,-25.101319184370652,-7.897469520390335
88,71,Rural,Regular,42,4.87,Afternoon,Premium,109,330.78364034759613,329.01490953804165,-1.7687308095544836,-0.534709276340225
87,47,Rural,Silver,6,4.54,Morning,Premium,162,743.3166378180009,709.8422029621062,-33.47443485589474,-4.503388347953388
85,6,Suburban,Gold,92,4.11,Afternoon,Economy,73,274.1712773124912,500.54401490798483,226.37273759549362,82.56617535376675
98,54,Rural,Regular,34,4.57,Evening,Premium,113,462.4075929220183,452.60402397776215,-9.803568944256142,-2.120114179420372
28,14,Rural,Regular,24,4.2,Afternoon,Economy,147,533.0802632142761,722.1967730923642,189.1165098780881,35.476179278854886
36,9,Suburban,Silver,22,3.51,Night,Premium,37,143.2178421949143,224.34782319718425,81.12998100226994,56.6479565387216
20,8,Suburban,Silver,38,4.82,Night,Premium,155,574.9456425421428,906.7538103581014,331.80816781595865,57.71122402960685
94,36,Rural,Regular,41,4.57,Morning,Economy,76,215.741761640662,209.81330483395135,-5.928456806710642,-2.7479412245576444
94,82,Suburban,Gold,48,4.92,Morning,Premium,20,129.7685299495176,131.3696473964332,1.6011174469155947,1.2338256798766691
70,7,Urban,Regular,13,4.09,Afternoon,Economy,117,321.0007657787772,557.8211751064471,236.8204093276699,73.77565245152047
90,71,Suburban,Regular,37,3.51,Morning,Premium,32,172.59277503910292,171.99948059135704,-0.5932944477458761,-0.3437539303782898
42,10,Urban,Silver,56,4.01,Night,Premium,95,455.20978516158993,698.3068002790424,243.09701511745243,53.403292952316065
44,18,Suburban,Gold,88,3.67,Night,Premium,50,199.8397440906976,252.61421246140003,52.77446837070244,26.408394691874033
60,16,Suburban,Regular,28,3.91,Evening,Economy,105,281.0970650985199,378.7336632187839,97.63659812026395,34.734122210078546
26,5,Rural,Silver,7,4.75,Afternoon,Premium,140,413.54800185803066,729.090260131871,315.54225827384033,76.30124117542339
79,13,Rural,Regular,6,4.63,Afternoon,Economy,38,134.09432585149492,198.15419013463918,64.05986428314426,47.772240828510874
26,8,Rural,Gold,65,3.58,Night,Premium,89,378.50396161301137,602.5002140992657,223.99625248625432,59.1793680392893
62,7,Urban,Silver,2,4.71,Morning,Premium,28,162.05358553352147,279.130964828519,117.07737929499751,72.24609002605472
42,16,Rural,Gold,33,3.63,Morning,Economy,166,513.1161277813304,676.2247723881683,163.10864460683786,31.78786161177694
57,16,Urban,Regular,0,3.95,Afternoon,Economy,97,308.6385554813678,414.3936503915371,105.7550949101693,34.26503041566809
33,13,Rural,Gold,34,4.78,Morning,Economy,66,239.08854651007988,334.42883198195614,95.34028547187626,39.876559067147426
22,10,Rural,Regular,26,4.97,Morning,Economy,170,562.1650160715976,838.0842158854058,275.9191998138082,49.081531565576284
67,44,Urban,Regular,27,4.69,Morning,Economy,129,467.0198948894929,433.78230675703423,-33.237588132458654,-7.116953366691882
62,15,Suburban,Silver,15,4.28,Night,Economy,73,327.43334173812747,452.53510838629904,125.10176664817158,38.20678919992964
95,49,Rural,Regular,92,4.27,Night,Premium,99,332.0936161256213,320.95993670537814,-11.13367942024314,-3.352572551720355
61,36,Urban,Silver,72,4.64,Night,Premium,109,457.0853188522962,429.66508114273046,-27.420237709565754,-5.998932054614164
48,12,Rural,Silver,25,4.26,Night,Economy,180,552.8162271192283,809.3428934475342,256.52666632830585,46.403606432663494
93,59,Rural,Regular,30,4.11,Afternoon,Premium,89,281.0521288708149,276.19882751102676,-4.853301359788134,-1.7268331605554017
59,18,Urban,Gold,67,3.86,Morning,Economy,98,288.3451530321269,371.2423475534996,82.89719452137268,28.749293563514982
95,73,Urban,Regular,20,3.59,Evening,Premium,138,666.8242060496077,669.253479392457,2.429273342849342,0.36430491287063727
71,33,Suburban,Regular,4,4.88,Evening,Premium,109,436.0192372930386,433.61100881885443,-2.4082284741841704,-0.55232161065537
20,7,Suburban,Gold,71,3.83,Morning,Premium,51,248.22030676592635,404.2172228950552,155.99691612912886,62.846153951552054
23,7,Urban,Gold,96,3.97,Afternoon,Premium,165,493.2338839519256,806.9941646393014,313.7602806873758,63.61288039934364
80,69,Suburban,Silver,94,4.44,Night,Economy,74,291.5110820764234,286.95649300244935,-4.554589073974057,-1.562406835970652
58,10,Urban,Gold,51,4.27,Night,Premium,138,459.0606514814432,718.291405989665,259.2307545082218,56.469826736761995
71,25,Urban,Gold,72,4.46,Evening,Economy,169,603.9358824371426,686.5503349031745,82.61445246603193,13.679341610345599
69,26,Rural,Gold,48,4.28,Evening,Premium,175,502.6040622268877,560.0043068648098,57.40024463792207,11.420569181951857
89,54,Suburban,Gold,48,4.38,Afternoon,Economy,24,74.78832688768996,72.5892946222525,-2.1990322654374665,-2.9403415706033447
84,62,Urban,Silver,52,4.61,Afternoon,Economy,29,126.23081147979764,123.55701773996891,-2.6737937398287244,-2.1181783658711937
98,61,Urban,Silver,91,4.28,Night,Economy,95,319.94237960548924,316.8710444077556,-3.0713351977336174,-0.9599651041918184
95,25,Urban,Gold,26,3.62,Morning,Economy,81,207.61291922267668,241.71611164800882,34.10319242533214,16.426334427076057
79,29,Rural,Silver,29,4.22,Night,Economy,99,304.74417790488224,325.8836966682064,21.13951876332419,6.936808082326129
82,10,Urban,Silver,97,4.43,Night,Economy,177,481.7658793191911,773.5853792459347,291.8194999267437,60.57288663512852
87,5,Rural,Gold,6,3.76,Evening,Economy,28,83.3353748167845,158.05675856765433,74.72138375086983,89.66346394331003
83,35,Rural,Gold,3,4.32,Night,Premium,116,513.6451022177532,501.6588190472946,-11.986283170458591,-2.333572951188613
47,9,Rural,Regular,5,4.81,Night,Premium,178,561.374877548703,892.2374814655245,330.8626039168215,58.93790711860222
34,7,Urban,Silver,54,4.71,Night,Premium,149,516.51117285383,858.8585967987846,342.3474239449546,66.28073930200095
26,13,Rural,Regular,14,4.19,Morning,Economy,174,666.4286805847338,922.7192187950803,256.29053821034654,38.457309188055
88,7,Rural,Gold,11,3.64,Night,Premium,130,573.2085393656391,1014.5249626381869,441.3164232725478,76.99055282060971
57,26,Rural,Regular,92,3.8,Evening,Premium,67,283.7979251507492,311.95850321352697,28.160578062777745,9.92275685166453
45,17,Rural,Silver,67,4.7,Afternoon,Economy,15,66.78323718712389,86.3928884046805,19.609651217556618,29.363133689688
82,26,Urban,Gold,35,4.71,Morning,Economy,114,289.2390324634591,326.6589345119824,37.419902048523284,12.93736247484188
54,39,Rural,Gold,88,4.59,Evening,Economy,42,147.42638660593482,133.08830209189938,-14.338084514035444,-9.72558905100252
95,24,Suburban,Gold,79,3.5,Afternoon,Economy,130,552.2304431046015,654.8235041012148,102.5930609966133,18.57794373302605
63,31,Suburban,Silver,2,3.81,Evening,Premium,160,632.5601419476765,643.543267370042,10.98312542236556,1.7362974196490004
43,18,Urban,Gold,58,4.22,Evening,Economy,156,494.7452574847764,624.5882845265639,129.84302704178754,26.244420755419345
33,14,Suburban,Regular,87,4.81,Evening,Premium,17,118.98653335805044,162.3665385907915,43.380005232741055,36.457911671569875
33,23,Urban,Gold,24,4.21,Morning,Premium,11,91.38952597435124,102.9058288163017,11.516302841950463,12.601337756344803
84,29,Urban,Regular,92,4.55,Morning,Premium,94,424.1559867017463,455.8574596660636,31.701472964317304,7.47401285334417
44,6,Suburban,Gold,80,4.13,Night,Premium,40,157.36483032789283,274.36715217660844,117.00232184871561,74.35099799931409
53,27,Suburban,Regular,78,3.63,Night,Premium,58,279.09504825213924,300.02080853417164,20.9257602820324,7.4977182193242315
78,63,Rural,Gold,14,4.21,Afternoon,Economy,147,655.065105532243,638.2779970753477,-16.78710845689534,-2.562662598743639
